Time,Input,Response,Error
datetime,float,float,float
T,,,
03/19/24 03:0,-0.006,-0.14,-0.14600000000000002
03/20/24 19:0,0.006,-0.134,-0.128
03/22/24 12:0,0.017,-0.128,-0.111
03/24/24 03:0,0.027,-0.128,-0.101
03/25/24 19:0,0.036,-0.122,-0.086
03/27/24 12:0,0.044,-0.122,-0.078
03/29/24 03:0,0.049,-0.122,-0.073
03/30/24 19:0,0.053,-0.116,-0.063
04/01/24 12:0,0.054,-0.11,-0.056
04/03/24 03:0,0.053,-0.105,-0.052
04/04/24 19:0,0.05,-0.105,-0.05499999999999999
04/06/24 12:0,0.046,-0.105,-0.059
04/08/24 03:0,0.04,-0.105,-0.065
04/09/24 19:0,0.032,-0.105,-0.073
04/11/24 12:0,0.024,-0.105,-0.08099999999999999
04/13/24 03:0,0.015,-0.099,-0.084
04/14/24 19:0,0.007,-0.105,-0.09799999999999999
04/16/24 12:0,-0.001,-0.099,-0.1
04/18/24 03:0,-0.008,-0.093,-0.101
04/19/24 19:0,-0.014,-0.093,-0.107
04/21/24 12:0,-0.018,-0.093,-0.111
04/23/24 03:0,-0.02,-0.093,-0.113
04/24/24 19:0,-0.02,-0.081,-0.101
04/26/24 12:0,-0.018,-0.081,-0.099
04/28/24 03:0,-0.015,-0.087,-0.102
04/29/24 19:0,-0.009,-0.076,-0.08499999999999999
05/01/24 12:0,-0.002,-0.076,-0.078
05/03/24 03:0,0.005,-0.076,-0.071
05/04/24 19:0,0.013,-0.081,-0.068
05/06/24 12:0,0.022,-0.081,-0.059000000000000004
05/08/24 03:0,0.029,-0.081,-0.052000000000000005
05/09/24 19:0,0.036,-0.081,-0.045000000000000005
05/11/24 12:0,0.042,-0.081,-0.039
05/13/24 03:0,0.046,-0.076,-0.03
05/14/24 19:0,0.049,-0.081,-0.032
05/16/24 12:0,0.05,-0.087,-0.03699999999999999
05/18/24 03:0,0.048,-0.093,-0.045
05/19/24 19:0,0.045,-0.093,-0.048
05/21/24 12:0,0.041,-0.099,-0.058
05/23/24 03:0,0.035,-0.093,-0.057999999999999996
05/24/24 19:0,0.028,-0.093,-0.065
05/26/24 12:0,0.021,-0.099,-0.078
05/28/24 03:0,0.014,-0.099,-0.085
05/29/24 19:0,0.006,-0.099,-0.093
05/31/24 12:0,0.0,-0.099,-0.099
06/02/24 03:0,-0.005,-0.099,-0.10400000000000001
06/03/24 19:0,-0.009,-0.093,-0.102
06/05/24 12:0,-0.012,-0.093,-0.105
06/07/24 03:0,-0.013,-0.087,-0.09999999999999999
06/08/24 19:0,-0.012,-0.093,-0.105
06/10/24 12:0,-0.009,-0.093,-0.102
06/12/24 03:0,-0.005,-0.099,-0.10400000000000001
06/13/24 19:0,0.0,-0.093,-0.093
06/15/24 12:0,0.006,-0.093,-0.087
06/17/24 03:0,0.012,-0.093,-0.081
06/18/24 19:0,0.019,-0.093,-0.074
06/20/24 12:0,0.026,-0.099,-0.07300000000000001
06/22/24 03:0,0.032,-0.099,-0.067
06/23/24 19:0,0.037,-0.099,-0.062000000000000006
06/25/24 12:0,0.041,-0.093,-0.052
06/27/24 03:0,0.044,-0.099,-0.05500000000000001
06/28/24 19:0,0.046,-0.099,-0.053000000000000005
06/30/24 12:0,0.046,-0.099,-0.053000000000000005
07/02/24 03:0,0.045,-0.099,-0.054000000000000006
07/03/24 19:0,0.042,-0.099,-0.057
07/05/24 12:0,0.039,-0.099,-0.060000000000000005
07/07/24 03:0,0.035,-0.099,-0.064
07/08/24 19:0,0.03,-0.099,-0.069
07/10/24 12:0,0.026,-0.105,-0.079
07/12/24 03:0,0.021,-0.099,-0.078
07/13/24 19:0,0.017,-0.099,-0.082
07/15/24 12:0,0.013,-0.099,-0.08600000000000001
07/17/24 03:0,0.01,-0.099,-0.08900000000000001
07/18/24 19:0,0.007,-0.099,-0.092
07/20/24 12:0,0.006,-0.099,-0.093
07/22/24 03:0,0.005,-0.186,-0.181
07/23/24 19:0,0.004,-0.093,-0.089
07/25/24 12:0,0.005,-0.093,-0.088
07/27/24 03:0,0.005,-0.099,-0.094
07/28/24 19:0,0.006,-0.093,-0.087
07/30/24 12:0,0.006,-0.099,-0.093
08/01/24 03:0,0.006,-0.099,-0.093
08/02/24 19:0,0.005,-0.099,-0.094
08/04/24 12:0,0.004,-0.099,-0.095
08/06/24 03:0,0.003,-0.099,-0.096
08/07/24 19:0,0.0,-0.099,-0.099
08/09/24 12:0,-0.003,-0.099,-0.10200000000000001
08/11/24 03:0,-0.007,-0.099,-0.10600000000000001
08/12/24 19:0,-0.01,-0.099,-0.109
08/14/24 12:0,-0.015,-0.099,-0.114
08/16/24 03:0,-0.018,-0.099,-0.117
08/17/24 19:0,-0.022,-0.099,-0.121
08/19/24 12:0,-0.025,-0.099,-0.124
08/21/24 03:0,-0.027,-0.099,-0.126
08/22/24 19:0,-0.028,-0.099,-0.127
08/24/24 12:0,-0.028,-0.099,-0.127
08/26/24 03:0,-0.027,-0.099,-0.126
08/27/24 19:0,-0.025,-0.099,-0.124
08/29/24 12:0,-0.022,-0.099,-0.121
08/31/24 03:0,-0.018,-0.099,-0.117
09/01/24 19:0,-0.013,-0.099,-0.112
09/03/24 12:0,-0.008,-0.099,-0.10700000000000001
09/05/24 03:0,-0.003,-0.099,-0.10200000000000001
09/06/24 19:0,0.002,-0.099,-0.097
09/08/24 12:0,0.006,-0.093,-0.087
09/10/24 03:0,0.008,-0.099,-0.091
09/11/24 19:0,0.01,-0.093,-0.083
09/13/24 12:0,0.01,-0.093,-0.083
09/15/24 03:0,0.008,-0.093,-0.08499999999999999
09/16/24 19:0,0.005,-0.099,-0.094
09/18/24 12:0,0.0,-0.099,-0.099
09/20/24 03:0,-0.006,-0.099,-0.10500000000000001
09/21/24 19:0,-0.014,-0.099,-0.113
09/23/24 12:0,-0.022,-0.099,-0.121
09/25/24 03:0,-0.031,-0.099,-0.13
09/26/24 19:0,-0.039,-0.099,-0.138
09/28/24 12:0,-0.047,-0.099,-0.14600000000000002
09/30/24 03:0,-0.055,-0.099,-0.154
10/01/24 19:0,-0.06,-0.099,-0.159
10/03/24 12:0,-0.064,-0.099,-0.163
10/05/24 03:0,-0.066,-0.099,-0.165
10/06/24 19:0,-0.066,-0.099,-0.165
10/08/24 12:0,-0.063,-0.099,-0.162
10/10/24 03:0,-0.058,-0.099,-0.157
10/11/24 19:0,-0.05,-0.099,-0.14900000000000002
10/13/24 12:0,-0.041,-0.093,-0.134
10/15/24 03:0,-0.03,-0.093,-0.123
10/16/24 19:0,-0.017,-0.093,-0.11
10/18/24 12:0,-0.004,-0.093,-0.097
10/20/24 03:0,0.009,-0.093,-0.084
10/21/24 19:0,0.023,-0.093,-0.07
10/23/24 12:0,0.035,-0.093,-0.057999999999999996
10/25/24 03:0,0.047,-0.105,-0.057999999999999996
10/26/24 19:0,0.056,-0.11,-0.054
10/28/24 12:0,0.065,-0.122,-0.056999999999999995
10/30/24 03:0,0.071,-0.122,-0.051000000000000004
10/31/24 19:0,0.075,-0.134,-0.05900000000000001
11/02/24 12:0,0.077,-0.14,-0.06300000000000001
11/04/24 03:0,0.077,-0.145,-0.06799999999999999
11/05/24 19:0,0.075,-0.151,-0.076
11/07/24 12:0,0.072,-0.151,-0.079
11/09/24 03:0,0.068,-0.145,-0.07699999999999999
11/10/24 19:0,0.063,-0.14,-0.07700000000000001
11/12/24 12:0,0.058,-0.14,-0.08200000000000002
11/14/24 03:0,0.052,-0.134,-0.08200000000000002
11/15/24 19:0,0.048,-0.128,-0.08
11/17/24 12:0,0.044,-0.122,-0.078
11/19/24 03:0,0.041,-0.122,-0.08099999999999999
11/20/24 19:0,0.039,-0.11,-0.07100000000000001
11/22/24 12:0,0.038,-0.093,-0.055
11/24/24 03:0,0.039,-0.081,-0.042
11/25/24 19:0,0.04,-0.081,-0.041
11/27/24 12:0,0.042,-0.087,-0.04499999999999999
11/29/24 03:0,0.045,-0.081,-0.036000000000000004
11/30/24 19:0,0.049,-0.174,-0.12499999999999999
12/02/24 12:0,0.052,-0.081,-0.029000000000000005
12/04/24 03:0,0.055,-0.081,-0.026000000000000002
12/05/24 19:0,0.058,-0.081,-0.023
12/07/24 12:0,0.061,-0.081,-0.020000000000000004
12/09/24 03:0,0.062,-0.087,-0.024999999999999994
12/10/24 19:0,0.062,-0.087,-0.024999999999999994
12/12/24 12:0,0.061,-0.087,-0.025999999999999995
12/14/24 03:0,0.06,-0.081,-0.021000000000000005
12/15/24 19:0,0.057,-0.081,-0.024
12/17/24 12:0,0.054,-0.076,-0.022
12/19/24 03:0,0.05,-0.081,-0.031
12/20/24 19:0,0.046,-0.076,-0.03
12/22/24 12:0,0.041,-0.07,-0.029000000000000005
12/24/24 03:0,0.037,-0.064,-0.027000000000000003
12/25/24 19:0,0.034,-0.064,-0.03
12/27/24 12:0,0.031,-0.064,-0.033
12/29/24 03:0,0.028,-0.064,-0.036000000000000004
12/30/24 19:0,0.027,-0.064,-0.037000000000000005
01/01/25 12:0,0.026,-0.058,-0.032
01/03/25 03:0,0.026,-0.058,-0.032
01/04/25 19:0,0.027,-0.058,-0.031000000000000003
01/06/25 12:0,0.028,-0.058,-0.030000000000000002
01/08/25 03:0,0.03,-0.064,-0.034
01/09/25 19:0,0.032,-0.064,-0.032
01/11/25 12:0,0.033,-0.064,-0.031
01/13/25 03:0,0.035,-0.058,-0.023
01/14/25 19:0,0.035,-0.064,-0.028999999999999998
01/16/25 12:0,0.035,-0.064,-0.028999999999999998
01/18/25 03:0,0.034,-0.07,-0.036000000000000004
01/19/25 19:0,0.032,-0.07,-0.038000000000000006
01/21/25 12:0,0.03,-0.07,-0.04000000000000001
01/23/25 03:0,0.026,-0.07,-0.04400000000000001
01/24/25 19:0,0.021,-0.058,-0.037000000000000005
01/26/25 12:0,0.016,-0.052,-0.036
01/28/25 03:0,0.011,-0.052,-0.040999999999999995
01/29/25 19:0,0.006,-0.058,-0.052000000000000005
01/31/25 12:0,0.0,-0.052,-0.052
02/02/25 03:0,-0.004,-0.041,-0.045
02/03/25 19:0,-0.009,-0.012,-0.020999999999999998
02/05/25 12:0,-0.012,-0.023,-0.035
02/07/25 03:0,-0.014,-0.041,-0.055
02/08/25 19:0,-0.015,-0.041,-0.056
02/10/25 12:0,-0.015,-0.035,-0.05
02/12/25 03:0,-0.014,-0.035,-0.049
02/13/25 19:0,-0.013,-0.041,-0.054
02/15/25 12:0,-0.01,-0.035,-0.045000000000000005
02/17/25 03:0,-0.008,-0.017,-0.025
02/18/25 19:0,-0.006,-0.029,-0.035
02/20/25 12:0,-0.004,-0.047,-0.051000000000000004
02/22/25 03:0,-0.004,-0.047,-0.051000000000000004
02/23/25 19:0,-0.004,-0.058,-0.062
02/25/25 12:0,-0.006,-0.064,-0.07
02/27/25 03:0,-0.01,-0.058,-0.068
02/28/25 19:0,-0.016,-0.052,-0.068
03/02/25 12:0,-0.023,-0.058,-0.081
03/04/25 03:0,-0.033,-0.157,-0.19
03/05/25 19:0,-0.044,-0.07,-0.114
03/07/25 12:0,-0.056,-0.07,-0.126
03/09/25 03:0,-0.07,-0.07,-0.14
03/10/25 19:0,-0.084,-0.07,-0.15400000000000003
03/12/25 12:0,-0.098,-0.07,-0.168
03/14/25 03:0,-0.111,-0.07,-0.181
03/15/25 19:0,-0.124,-0.07,-0.194
03/17/25 12:0,-0.135,-0.07,-0.20500000000000002
03/19/25 03:0,-0.145,-0.07,-0.215
03/20/25 19:0,-0.152,-0.07,-0.222
03/22/25 12:0,-0.157,-0.076,-0.23299999999999998
03/24/25 03:0,-0.159,-0.076,-0.235
03/25/25 19:0,-0.159,-0.064,-0.223
03/27/25 12:0,-0.156,-0.064,-0.22
03/29/25 03:0,-0.15,-0.064,-0.214
03/30/25 19:0,-0.142,-0.064,-0.206
04/01/25 12:0,-0.133,-0.052,-0.185
04/03/25 03:0,-0.122,-0.058,-0.18
04/04/25 19:0,-0.111,-0.076,-0.187
04/06/25 12:0,-0.099,-0.087,-0.186
04/08/25 03:0,-0.088,-0.099,-0.187
04/09/25 19:0,-0.077,-0.11,-0.187
04/11/25 12:0,-0.067,-0.116,-0.183
04/13/25 03:0,-0.058,-0.116,-0.17400000000000002
04/14/25 19:0,-0.052,-0.122,-0.174
04/16/25 12:0,-0.047,-0.122,-0.16899999999999998
04/18/25 03:0,-0.044,-0.134,-0.178
04/19/25 19:0,-0.042,-0.14,-0.18200000000000002
04/21/25 12:0,-0.043,-0.157,-0.2
04/23/25 03:0,-0.045,-0.157,-0.202
04/24/25 19:0,-0.048,-0.169,-0.21700000000000003
04/26/25 12:0,-0.052,-0.18,-0.23199999999999998
04/28/25 03:0,-0.056,-0.18,-0.236
04/29/25 19:0,-0.061,-0.18,-0.241
05/01/25 12:0,-0.066,-0.186,-0.252
05/03/25 03:0,-0.07,-0.18,-0.25
05/04/25 19:0,-0.074,-0.186,-0.26
05/06/25 12:0,-0.077,-0.174,-0.251
05/08/25 03:0,-0.079,-0.174,-0.253
05/09/25 19:0,-0.081,-0.18,-0.261
05/11/25 12:0,-0.082,-0.18,-0.262
05/13/25 03:0,-0.083,-0.174,-0.257
05/14/25 19:0,-0.083,-0.174,-0.257
05/16/25 12:0,-0.083,-0.18,-0.263
05/18/25 03:0,-0.084,-0.186,-0.27
05/19/25 19:0,-0.085,-0.186,-0.271
05/21/25 12:0,-0.086,-0.186,-0.272
05/23/25 03:0,-0.089,-0.18,-0.269
05/24/25 19:0,-0.092,-0.18,-0.272
05/26/25 12:0,-0.096,-0.174,-0.27
05/28/25 03:0,-0.101,-0.174,-0.275
05/29/25 19:0,-0.107,-0.174,-0.28099999999999997
05/31/25 12:0,-0.113,-0.18,-0.293
06/02/25 03:0,-0.12,-0.174,-0.294
06/03/25 19:0,-0.127,-0.174,-0.301
06/05/25 12:0,-0.135,-0.18,-0.315
06/07/25 03:0,-0.142,-0.186,-0.32799999999999996
06/08/25 19:0,-0.148,-0.192,-0.33999999999999997
06/10/25 12:0,-0.153,-0.198,-0.351
06/12/25 03:0,-0.158,-0.215,-0.373
06/13/25 19:0,-0.161,-0.233,-0.394
06/15/25 12:0,-0.163,-0.25,-0.41300000000000003
06/17/25 03:0,-0.163,-0.267,-0.43000000000000005
06/18/25 19:0,-0.163,-0.273,-0.43600000000000005
06/20/25 12:0,-0.161,-0.279,-0.44000000000000006
06/22/25 03:0,-0.158,-0.279,-0.43700000000000006
06/23/25 19:0,-0.154,-0.285,-0.43899999999999995
06/25/25 12:0,-0.15,-0.291,-0.44099999999999995
06/27/25 03:0,-0.146,-0.291,-0.43699999999999994
06/28/25 19:0,-0.141,-0.291,-0.43199999999999994
06/30/25 12:0,-0.137,-0.314,-0.451
07/02/25 03:0,-0.133,-0.337,-0.47000000000000003
07/03/25 19:0,-0.13,-0.343,-0.47300000000000003
07/05/25 12:0,-0.127,-0.349,-0.476
07/07/25 03:0,-0.125,-0.366,-0.491
07/08/25 19:0,-0.123,-0.366,-0.489
07/10/25 12:0,-0.121,-0.372,-0.493
07/12/25 03:0,-0.12,-0.384,-0.504
07/13/25 19:0,-0.118,-0.488,-0.606
07/15/25 12:0,-0.116,-0.401,-0.517
07/17/25 03:0,-0.113,-0.407,-0.52
07/18/25 19:0,-0.109,-0.401,-0.51
07/20/25 12:0,-0.104,-0.401,-0.505
07/22/25 03:0,-0.097,-0.407,-0.504
07/23/25 19:0,-0.089,-0.407,-0.496
07/25/25 12:0,-0.079,-0.413,-0.492
07/27/25 03:0,-0.068,-0.407,-0.475
07/28/25 19:0,-0.056,-0.407,-0.46299999999999997
07/30/25 12:0,-0.042,-0.424,-0.46599999999999997
08/01/25 03:0,-0.028,-0.448,-0.47600000000000003
08/02/25 19:0,-0.014,-0.453,-0.467
08/04/25 12:0,0.001,-0.465,-0.464
08/06/25 03:0,0.015,-0.471,-0.45599999999999996
08/07/25 19:0,0.028,-0.465,-0.437
08/09/25 12:0,0.04,-0.459,-0.41900000000000004
08/11/25 03:0,0.049,-0.453,-0.404
08/12/25 19:0,0.057,-0.453,-0.396
08/14/25 12:0,0.062,-0.436,-0.374
08/16/25 03:0,0.065,-0.424,-0.359
08/17/25 19:0,0.065,-0.413,-0.348
08/19/25 12:0,0.063,-0.407,-0.344
08/21/25 03:0,0.058,-0.395,-0.337
08/22/25 19:0,0.051,-0.384,-0.333
08/24/25 12:0,0.043,-0.372,-0.329
08/26/25 03:0,0.033,-0.366,-0.33299999999999996
08/27/25 19:0,0.023,-0.355,-0.33199999999999996
08/29/25 12:0,0.013,-0.331,-0.318
08/31/25 03:0,0.003,-0.331,-0.328
09/01/25 19:0,-0.006,-0.331,-0.337
09/03/25 12:0,-0.013,-0.337,-0.35000000000000003
09/05/25 03:0,-0.02,-0.337,-0.35700000000000004
09/06/25 19:0,-0.024,-0.337,-0.36100000000000004
09/08/25 12:0,-0.026,-0.337,-0.36300000000000004
09/10/25 03:0,-0.026,-0.337,-0.36300000000000004
09/11/25 19:0,-0.025,-0.337,-0.36200000000000004
09/13/25 12:0,-0.021,-0.343,-0.36400000000000005
09/15/25 03:0,-0.016,-0.337,-0.35300000000000004
09/16/25 19:0,-0.01,-0.337,-0.34700000000000003
09/18/25 12:0,-0.003,-0.337,-0.34
09/20/25 03:0,0.004,-0.343,-0.339
09/21/25 19:0,0.011,-0.343,-0.332
09/23/25 12:0,0.018,-0.343,-0.325
09/25/25 03:0,0.023,-0.337,-0.314
09/26/25 19:0,0.028,-0.337,-0.309
09/28/25 12:0,0.031,-0.337,-0.30600000000000005
09/30/25 03:0,0.033,-0.337,-0.30400000000000005
10/01/25 19:0,0.033,-0.343,-0.31000000000000005
10/03/25 12:0,0.032,-0.343,-0.31100000000000005
10/05/25 03:0,0.029,-0.343,-0.314
10/06/25 19:0,0.026,-0.343,-0.317
10/08/25 12:0,0.021,-0.343,-0.322
10/10/25 03:0,0.016,-0.343,-0.327
10/11/25 19:0,0.011,-0.343,-0.332
10/13/25 12:0,0.005,-0.343,-0.338
10/15/25 03:0,0.0,-0.343,-0.343
10/16/25 19:0,-0.004,-0.343,-0.34700000000000003
10/18/25 12:0,-0.008,-0.343,-0.35100000000000003
10/20/25 03:0,-0.011,-0.343,-0.35400000000000004
10/21/25 19:0,-0.013,-0.343,-0.35600000000000004
10/23/25 12:0,-0.015,-0.343,-0.35800000000000004
10/25/25 03:0,-0.015,-0.343,-0.35800000000000004
10/26/25 19:0,-0.015,-0.343,-0.35800000000000004
10/28/25 12:0,-0.015,-0.343,-0.35800000000000004
10/30/25 03:0,-0.014,-0.343,-0.35700000000000004
10/31/25 19:0,-0.014,-0.343,-0.35700000000000004
11/02/25 12:0,-0.013,-0.343,-0.35600000000000004
11/04/25 03:0,-0.013,-0.343,-0.35600000000000004
11/05/25 19:0,-0.014,-0.343,-0.35700000000000004
11/07/25 12:0,-0.016,-0.343,-0.35900000000000004
11/09/25 03:0,-0.018,-0.343,-0.36100000000000004
11/10/25 19:0,-0.02,-0.343,-0.36300000000000004
11/12/25 12:0,-0.024,-0.343,-0.36700000000000005
11/14/25 03:0,-0.028,-0.343,-0.37100000000000005
11/15/25 19:0,-0.032,-0.343,-0.375
11/17/25 12:0,-0.036,-0.343,-0.379
11/19/25 03:0,-0.04,-0.343,-0.383
11/20/25 19:0,-0.043,-0.343,-0.386
11/22/25 12:0,-0.046,-0.436,-0.482
11/24/25 03:0,-0.048,-0.337,-0.385
11/25/25 19:0,-0.049,-0.343,-0.392
11/27/25 12:0,-0.048,-0.343,-0.391
11/29/25 03:0,-0.047,-0.349,-0.39599999999999996
11/30/25 19:0,-0.044,-0.355,-0.39899999999999997
12/02/25 12:0,-0.041,-0.349,-0.38999999999999996
12/04/25 03:0,-0.036,-0.355,-0.39099999999999996
12/05/25 19:0,-0.031,-0.355,-0.386
12/07/25 12:0,-0.026,-0.36,-0.386
12/09/25 03:0,-0.021,-0.372,-0.393
12/10/25 19:0,-0.015,-0.366,-0.381
12/12/25 12:0,-0.011,-0.372,-0.383
12/14/25 03:0,-0.007,-0.372,-0.379
12/15/25 19:0,-0.004,-0.366,-0.37
12/17/25 12:0,-0.002,-0.366,-0.368
12/19/25 03:0,-0.001,-0.372,-0.373
12/20/25 19:0,-0.002,-0.378,-0.38
12/22/25 12:0,-0.003,-0.384,-0.387
12/24/25 03:0,-0.005,-0.378,-0.383
12/25/25 19:0,-0.007,-0.384,-0.391
12/27/25 12:0,-0.009,-0.384,-0.393
12/29/25 03:0,-0.011,-0.378,-0.389
12/30/25 19:0,-0.013,-0.378,-0.391
01/01/26 12:0,-0.013,-0.378,-0.391
01/03/26 03:0,-0.013,-0.372,-0.385
01/04/26 19:0,-0.01,-0.372,-0.382
01/06/26 12:0,-0.006,-0.372,-0.378
01/08/26 03:0,0.0,-0.372,-0.372
01/09/26 19:0,0.008,-0.372,-0.364
01/11/26 12:0,0.017,-0.372,-0.355
01/13/26 03:0,0.029,-0.372,-0.34299999999999997
01/14/26 19:0,0.041,-0.372,-0.331
01/16/26 12:0,0.055,-0.372,-0.317
01/18/26 03:0,0.068,-0.372,-0.304
01/19/26 19:0,0.082,-0.378,-0.296
01/21/26 12:0,0.096,-0.378,-0.28200000000000003
01/23/26 03:0,0.109,-0.378,-0.269
01/24/26 19:0,0.12,-0.372,-0.252
01/26/26 12:0,0.13,-0.372,-0.242
01/28/26 03:0,0.137,-0.372,-0.235
01/29/26 19:0,0.143,-0.378,-0.23500000000000001
01/31/26 12:0,0.146,-0.378,-0.232
02/02/26 03:0,0.147,-0.378,-0.231
02/03/26 19:0,0.146,-0.372,-0.226
02/05/26 12:0,0.144,-0.378,-0.234
02/07/26 03:0,0.14,-0.372,-0.23199999999999998
02/08/26 19:0,0.135,-0.372,-0.237
02/10/26 12:0,0.129,-0.372,-0.243
02/12/26 03:0,0.123,-0.372,-0.249
02/13/26 19:0,0.118,-0.372,-0.254
02/15/26 12:0,0.113,-0.366,-0.253
02/17/26 03:0,0.11,-0.36,-0.25
