Time,Input,Response
datetime,float,float
T,,
12/12/22 03:0,0.009,-0.029
12/13/22 20:0,0.021,-0.024
12/15/22 12:0,0.031,0.024
12/17/22 03:0,0.038,0.012
12/18/22 20:0,0.044,0.012
12/20/22 12:0,0.048,0.006
12/22/22 03:0,0.049,0.024
12/23/22 20:0,0.046,0.035
12/25/22 12:0,0.041,0.047
12/27/22 03:0,0.034,0.059
12/28/22 20:0,0.025,0.065
12/30/22 12:0,0.016,0.053
01/01/23 03:0,0.005,0.071
01/02/23 20:0,-0.006,0.076
01/04/23 12:0,-0.018,0.088
01/06/23 03:0,-0.028,0.094
01/07/23 20:0,-0.037,0.094
01/09/23 12:0,-0.043,0.088
01/11/23 03:0,-0.048,0.082
01/12/23 20:0,-0.049,0.076
01/14/23 12:0,-0.048,0.076
01/16/23 03:0,-0.045,0.076
01/17/23 20:0,-0.04,0.082
01/19/23 12:0,-0.033,0.082
01/21/23 03:0,-0.024,0.071
01/22/23 20:0,-0.014,0.071
01/24/23 12:0,-0.004,0.076
01/26/23 03:0,0.006,0.082
01/27/23 20:0,0.014,0.1
01/29/23 12:0,0.023,0.082
01/31/23 03:0,0.032,0.053
02/01/23 20:0,0.04,0.035
02/03/23 12:0,0.047,0.024
02/05/23 03:0,0.054,0.0
02/06/23 20:0,0.059,-0.029
02/08/23 12:0,0.062,-0.006
02/10/23 03:0,0.064,-0.018
02/11/23 20:0,0.065,-0.018
02/13/23 12:0,0.064,-0.018
02/15/23 03:0,0.063,-0.012
02/16/23 20:0,0.062,-0.018
02/18/23 12:0,0.061,-0.024
02/20/23 03:0,0.061,-0.029
02/21/23 20:0,0.062,-0.029
02/23/23 12:0,0.063,-0.024
02/25/23 03:0,0.064,0.0
02/26/23 20:0,0.065,0.035
02/28/23 12:0,0.064,0.082
03/02/23 03:0,0.062,0.129
03/03/23 20:0,0.062,0.1
03/05/23 12:0,0.064,0.082
03/07/23 03:0,0.067,0.071
03/08/23 20:0,0.07,0.065
03/10/23 12:0,0.072,0.065
03/12/23 03:0,0.074,0.065
03/13/23 20:0,0.075,0.065
03/15/23 12:0,0.075,0.065
03/17/23 03:0,0.074,0.082
03/18/23 20:0,0.07,0.094
03/20/23 12:0,0.065,0.094
03/22/23 03:0,0.06,0.082
03/23/23 20:0,0.054,0.076
03/25/23 12:0,0.048,0.071
03/27/23 03:0,0.041,0.076
03/28/23 20:0,0.034,0.076
03/30/23 12:0,0.027,0.082
04/01/23 03:0,0.019,0.094
04/02/23 20:0,0.012,0.094
04/04/23 12:0,0.005,0.112
04/06/23 03:0,-0.002,0.124
04/07/23 20:0,-0.011,0.165
04/09/23 12:0,-0.019,0.176
04/11/23 03:0,-0.019,0.035
04/12/23 20:0,-0.023,0.112
04/14/23 12:0,-0.027,0.129
04/16/23 03:0,-0.031,0.124
04/17/23 20:0,-0.035,0.124
04/19/23 12:0,-0.04,0.118
04/21/23 03:0,-0.035,-0.065
04/22/23 20:0,-0.041,0.112
04/24/23 12:0,-0.047,0.124
04/26/23 03:0,-0.056,0.135
04/27/23 20:0,-0.064,0.124
04/29/23 12:0,-0.073,0.106
05/01/23 03:0,-0.071,-0.112
05/02/23 20:0,-0.078,0.065
05/04/23 12:0,-0.085,0.071
05/06/23 03:0,-0.091,0.053
05/07/23 20:0,-0.097,0.047
05/09/23 12:0,-0.101,0.041
05/11/23 03:0,-0.085,-0.335
05/12/23 20:0,-0.087,0.053
05/14/23 12:0,-0.087,0.035
05/16/23 03:0,-0.086,0.059
05/17/23 20:0,-0.083,0.053
05/19/23 12:0,-0.079,0.053
05/21/23 03:0,-0.048,-0.465
05/22/23 20:0,-0.042,0.047
05/24/23 12:0,-0.036,0.059
05/26/23 03:0,-0.03,0.059
05/27/23 20:0,-0.022,0.035
05/29/23 12:0,-0.015,0.012
05/31/23 03:0,0.001,-0.176
06/01/23 20:0,0.005,0.018
06/03/23 12:0,0.007,0.018
06/05/23 03:0,0.008,0.012
06/06/23 20:0,0.006,0.0
06/08/23 12:0,0.003,-0.006
06/10/23 03:0,0.007,-0.2
06/11/23 20:0,0.0,-0.018
06/13/23 12:0,-0.009,0.006
06/15/23 03:0,-0.021,0.012
06/16/23 20:0,-0.033,0.018
06/18/23 12:0,-0.045,0.012
06/20/23 03:0,-0.048,-0.165
06/21/23 20:0,-0.061,0.029
06/23/23 12:0,-0.072,0.041
06/25/23 03:0,-0.082,0.041
06/26/23 20:0,-0.089,0.029
06/28/23 12:0,-0.095,0.024
06/30/23 03:0,-0.088,-0.171
07/01/23 20:0,-0.088,0.012
07/03/23 12:0,-0.088,0.047
07/05/23 03:0,-0.085,0.029
07/06/23 20:0,-0.081,0.018
07/08/23 12:0,-0.075,0.018
07/10/23 03:0,-0.069,0.012
07/11/23 20:0,-0.062,0.006
07/13/23 12:0,-0.055,-0.012
07/15/23 03:0,-0.048,-0.018
07/16/23 20:0,-0.042,-0.029
07/18/23 12:0,-0.038,-0.018
07/20/23 03:0,-0.037,-0.006
07/21/23 20:0,-0.038,0.0
07/23/23 12:0,-0.04,-0.006
07/25/23 03:0,-0.044,-0.024
07/26/23 20:0,-0.048,-0.035
07/28/23 12:0,-0.054,-0.041
07/30/23 03:0,-0.061,-0.047
07/31/23 20:0,-0.068,-0.041
08/02/23 12:0,-0.076,-0.035
08/04/23 03:0,-0.084,-0.035
08/05/23 20:0,-0.092,-0.047
08/07/23 12:0,-0.097,-0.059
08/09/23 03:0,-0.102,-0.071
08/10/23 20:0,-0.105,-0.071
08/12/23 12:0,-0.108,-0.059
08/14/23 03:0,-0.11,-0.059
08/15/23 20:0,-0.111,-0.065
08/17/23 12:0,-0.11,-0.059
08/19/23 03:0,-0.109,-0.071
08/20/23 20:0,-0.106,-0.082
08/22/23 12:0,-0.103,-0.082
08/24/23 03:0,-0.099,-0.094
08/25/23 20:0,-0.095,-0.094
08/27/23 12:0,-0.091,-0.1
08/29/23 03:0,-0.088,-0.088
08/30/23 20:0,-0.086,-0.088
09/01/23 12:0,-0.084,-0.088
09/03/23 03:0,-0.082,-0.094
09/04/23 20:0,-0.08,-0.1
09/06/23 12:0,-0.078,-0.1
09/08/23 03:0,-0.075,-0.106
09/09/23 20:0,-0.072,-0.118
09/11/23 12:0,-0.067,-0.129
09/13/23 03:0,-0.062,-0.124
09/14/23 20:0,-0.056,-0.129
09/16/23 12:0,-0.048,-0.124
09/18/23 03:0,-0.04,-0.112
09/19/23 20:0,-0.031,-0.112
09/21/23 12:0,-0.021,-0.112
09/23/23 03:0,-0.01,-0.118
09/24/23 20:0,0.003,-0.124
09/26/23 12:0,0.016,-0.135
09/28/23 03:0,0.03,-0.141
09/29/23 20:0,0.045,-0.159
10/01/23 12:0,0.059,-0.153
10/03/23 03:0,0.072,-0.153
10/04/23 20:0,0.084,-0.141
10/06/23 12:0,0.094,-0.141
10/08/23 03:0,0.102,-0.135
10/09/23 20:0,0.109,-0.135
10/11/23 12:0,0.115,-0.135
10/13/23 03:0,0.119,-0.129
10/14/23 20:0,0.121,-0.124
10/16/23 12:0,0.122,-0.112
10/18/23 03:0,0.121,-0.106
10/19/23 20:0,0.119,-0.076
10/21/23 12:0,0.117,-0.071
10/23/23 03:0,0.115,-0.065
10/24/23 20:0,0.113,-0.059
10/26/23 12:0,0.11,-0.006
10/28/23 03:0,0.105,0.047
10/29/23 20:0,0.101,0.041
10/31/23 12:0,0.1,0.018
11/02/23 03:0,0.101,0.018
11/03/23 20:0,0.101,0.029
11/05/23 12:0,0.103,0.035
11/07/23 03:0,0.105,0.029
11/08/23 20:0,0.106,0.035
11/10/23 12:0,0.107,0.047
11/12/23 03:0,0.106,0.059
11/13/23 20:0,0.103,0.082
11/15/23 12:0,0.098,0.088
11/17/23 03:0,0.091,0.076
11/18/23 20:0,0.083,0.076
11/20/23 12:0,0.071,0.082
11/22/23 03:0,0.057,0.094
11/23/23 20:0,0.042,0.088
11/25/23 12:0,0.024,0.082
11/27/23 03:0,0.005,0.088
11/28/23 20:0,-0.016,0.094
11/30/23 12:0,-0.038,0.106
12/02/23 03:0,-0.06,0.112
12/03/23 20:0,-0.081,0.1
12/05/23 12:0,-0.102,0.1
12/07/23 03:0,-0.12,0.094
12/08/23 20:0,-0.137,0.088
12/10/23 12:0,-0.151,0.088
12/12/23 03:0,-0.162,0.088
12/13/23 20:0,-0.172,0.1
12/15/23 12:0,-0.179,0.112
12/17/23 03:0,-0.184,0.112
12/18/23 20:0,-0.186,0.1
12/20/23 12:0,-0.186,0.1
12/22/23 03:0,-0.183,0.076
12/23/23 20:0,-0.18,0.088
12/25/23 12:0,-0.175,0.071
12/27/23 03:0,-0.17,0.076
12/28/23 20:0,-0.163,0.053
12/30/23 12:0,-0.158,0.047
01/01/24 03:0,-0.151,0.006
01/02/24 20:0,-0.145,0.006
01/04/24 12:0,-0.142,0.018
01/06/24 03:0,-0.139,0.0
01/07/24 20:0,-0.136,-0.018
01/09/24 12:0,-0.135,-0.029
01/11/24 03:0,-0.134,-0.047
01/12/24 20:0,-0.133,-0.059
01/14/24 12:0,-0.133,-0.065
01/16/24 03:0,-0.134,-0.065
01/17/24 20:0,-0.135,-0.059
01/19/24 12:0,-0.135,-0.065
01/21/24 03:0,-0.136,-0.071
01/22/24 20:0,-0.135,-0.088
01/24/24 12:0,-0.133,-0.094
01/26/24 03:0,-0.131,-0.1
01/27/24 20:0,-0.13,-0.071
01/29/24 12:0,-0.128,-0.071
01/31/24 03:0,-0.126,-0.065
02/01/24 20:0,-0.124,-0.071
02/03/24 12:0,-0.119,-0.135
02/05/24 03:0,-0.116,-0.118
02/06/24 20:0,-0.112,-0.124
02/08/24 12:0,-0.109,-0.129
02/10/24 03:0,-0.106,-0.135
02/11/24 20:0,-0.104,-0.147
02/13/24 12:0,-0.097,-0.253
02/15/24 03:0,-0.096,-0.159
02/16/24 20:0,-0.094,-0.165
02/18/24 12:0,-0.094,-0.153
02/20/24 03:0,-0.094,-0.165
02/21/24 20:0,-0.093,-0.165
02/23/24 12:0,-0.083,-0.341
02/25/24 03:0,-0.081,-0.153
02/26/24 20:0,-0.079,-0.153
02/28/24 12:0,-0.075,-0.159
03/01/24 03:0,-0.069,-0.171
03/02/24 20:0,-0.062,-0.171
03/04/24 12:0,-0.036,-0.506
03/06/24 03:0,-0.027,-0.153
03/07/24 20:0,-0.017,-0.135
03/09/24 12:0,-0.005,-0.153
03/11/24 03:0,0.008,-0.165
03/12/24 20:0,0.022,-0.182
03/14/24 12:0,0.059,-0.629
03/16/24 03:0,0.074,-0.182
03/17/24 20:0,0.087,-0.182
03/19/24 12:0,0.1,-0.171
03/21/24 03:0,0.11,-0.165
03/22/24 20:0,0.12,-0.159
03/24/24 12:0,0.137,-0.347
03/26/24 03:0,0.144,-0.153
03/27/24 20:0,0.148,-0.141
03/29/24 12:0,0.15,-0.118
03/31/24 03:0,0.151,-0.106
04/01/24 20:0,0.152,-0.106
04/03/24 12:0,0.161,-0.288
04/05/24 03:0,0.162,-0.094
04/06/24 20:0,0.161,-0.059
04/08/24 12:0,0.159,-0.029
04/10/24 03:0,0.159,-0.018
04/11/24 20:0,0.156,0.065
04/13/24 12:0,0.157,0.012
04/15/24 03:0,0.16,-0.006
04/16/24 20:0,0.165,0.006
04/18/24 12:0,0.168,0.059
04/20/24 03:0,0.172,0.071
04/21/24 20:0,0.177,0.082
04/23/24 12:0,0.18,0.112
04/25/24 03:0,0.183,0.1
04/26/24 20:0,0.186,0.106
04/28/24 12:0,0.188,0.094
04/30/24 03:0,0.189,0.082
05/01/24 20:0,0.188,0.082
05/03/24 12:0,0.186,0.076
05/05/24 03:0,0.18,0.1
05/06/24 20:0,0.171,0.118
05/08/24 12:0,0.158,0.129
05/10/24 03:0,0.143,0.159
05/11/24 20:0,0.124,0.182
05/13/24 12:0,0.104,0.171
05/15/24 03:0,0.083,0.182
05/16/24 20:0,0.059,0.229
05/18/24 12:0,0.036,0.188
05/20/24 03:0,0.015,0.182
05/21/24 20:0,-0.005,0.176
05/23/24 12:0,-0.023,0.171
05/25/24 03:0,-0.039,0.165
05/26/24 20:0,-0.053,0.165
05/28/24 12:0,-0.064,0.171
05/30/24 03:0,-0.074,0.171
05/31/24 20:0,-0.08,0.165
06/02/24 12:0,-0.084,0.153
06/04/24 03:0,-0.086,0.171
06/05/24 20:0,-0.089,0.206
06/07/24 12:0,-0.088,0.165
06/09/24 03:0,-0.086,0.153
06/10/24 20:0,-0.083,0.159
06/12/24 12:0,-0.08,0.171
06/14/24 03:0,-0.079,0.194
06/15/24 20:0,-0.077,0.153
06/17/24 12:0,-0.072,0.094
06/19/24 03:0,-0.067,0.065
06/20/24 20:0,-0.063,0.065
06/22/24 12:0,-0.059,0.053
06/24/24 03:0,-0.056,0.053
06/25/24 20:0,-0.054,0.053
06/27/24 12:0,-0.052,0.035
06/29/24 03:0,-0.05,0.018
06/30/24 20:0,-0.048,0.024
07/02/24 12:0,-0.046,0.029
07/04/24 03:0,-0.044,0.024
07/05/24 20:0,-0.041,-0.006
07/07/24 12:0,-0.036,-0.018
07/09/24 03:0,-0.032,-0.006
07/10/24 20:0,-0.028,-0.006
07/12/24 12:0,-0.023,-0.024
07/14/24 03:0,-0.018,-0.012
07/15/24 20:0,-0.013,-0.006
07/17/24 12:0,-0.011,0.024
07/19/24 03:0,-0.009,0.029
07/20/24 20:0,-0.006,-0.018
07/22/24 12:0,-0.004,-0.024
07/24/24 03:0,-0.002,-0.024
07/25/24 20:0,-0.003,-0.018
07/27/24 12:0,-0.005,0.0
07/29/24 03:0,-0.008,-0.012
07/30/24 20:0,-0.014,0.006
08/01/24 12:0,-0.02,0.018
08/03/24 03:0,-0.029,0.029
08/04/24 20:0,-0.037,0.029
08/06/24 12:0,-0.046,0.035
08/08/24 03:0,-0.055,0.035
08/09/24 20:0,-0.064,0.029
08/11/24 12:0,-0.071,0.029
08/13/24 03:0,-0.077,0.029
08/14/24 20:0,-0.082,0.024
08/16/24 12:0,-0.085,0.012
08/18/24 03:0,-0.088,0.029
08/19/24 20:0,-0.089,0.024
08/21/24 12:0,-0.089,0.012
08/23/24 03:0,-0.087,0.0
08/24/24 20:0,-0.085,0.012
08/26/24 12:0,-0.081,-0.012
08/28/24 03:0,-0.077,-0.024
08/29/24 20:0,-0.073,-0.035
08/31/24 12:0,-0.07,-0.035
09/02/24 03:0,-0.067,-0.053
09/03/24 20:0,-0.065,-0.059
09/05/24 12:0,-0.064,-0.065
09/07/24 03:0,-0.066,-0.059
09/08/24 20:0,-0.069,-0.047
09/10/24 12:0,-0.072,-0.076
09/12/24 03:0,-0.075,-0.1
09/13/24 20:0,-0.079,-0.088
09/15/24 12:0,-0.084,-0.1
09/17/24 03:0,-0.088,-0.094
09/18/24 20:0,-0.092,-0.1
09/20/24 12:0,-0.095,-0.1
09/22/24 03:0,-0.097,-0.106
09/23/24 20:0,-0.097,-0.088
09/25/24 12:0,-0.096,-0.088
09/27/24 03:0,-0.092,-0.088
09/28/24 20:0,-0.087,-0.082
09/30/24 12:0,-0.079,-0.088
10/02/24 03:0,-0.069,-0.094
10/03/24 20:0,-0.056,-0.112
10/05/24 12:0,-0.041,-0.124
10/07/24 03:0,-0.024,-0.141
10/08/24 20:0,-0.006,-0.153
10/10/24 12:0,0.013,-0.153
10/12/24 03:0,0.03,-0.153
10/13/24 20:0,0.048,-0.165
10/15/24 12:0,0.063,-0.153
10/17/24 03:0,0.077,-0.153
10/18/24 20:0,0.089,-0.147
10/20/24 12:0,0.098,-0.147
10/22/24 03:0,0.105,-0.147
10/23/24 20:0,0.11,-0.147
10/25/24 12:0,0.113,-0.135
10/27/24 03:0,0.114,-0.135
10/28/24 20:0,0.113,-0.129
10/30/24 12:0,0.112,-0.124
11/01/24 03:0,0.108,-0.1
11/02/24 20:0,0.105,-0.094
11/04/24 12:0,0.1,-0.071
11/06/24 03:0,0.096,-0.065
11/07/24 20:0,0.094,-0.076
11/09/24 12:0,0.093,-0.071
11/11/24 03:0,0.093,-0.059
11/12/24 20:0,0.093,-0.012
11/14/24 12:0,0.093,-0.006
11/16/24 03:0,0.103,-0.159
11/17/24 20:0,0.108,-0.018
11/19/24 12:0,0.113,-0.029
11/21/24 03:0,0.12,-0.024
11/22/24 20:0,0.127,-0.029
11/24/24 12:0,0.134,-0.035
11/26/24 03:0,0.151,-0.224
11/27/24 20:0,0.157,-0.018
11/29/24 12:0,0.161,-0.012
12/01/24 03:0,0.165,-0.006
12/02/24 20:0,0.166,0.006
12/04/24 12:0,0.166,0.024
12/06/24 03:0,0.173,-0.147
12/07/24 20:0,0.169,0.053
12/09/24 12:0,0.163,0.076
12/11/24 03:0,0.155,0.112
12/12/24 20:0,0.146,0.124
12/14/24 12:0,0.136,0.124
12/16/24 03:0,0.137,-0.076
12/17/24 20:0,0.129,0.088
12/19/24 12:0,0.122,0.088
12/21/24 03:0,0.115,0.1
12/22/24 20:0,0.108,0.1
12/24/24 12:0,0.101,0.112
12/26/24 03:0,0.12,-0.406
12/27/24 20:0,0.114,0.106
12/29/24 12:0,0.108,0.1
12/31/24 03:0,0.101,0.1
01/01/25 20:0,0.096,0.088
01/03/25 12:0,0.089,0.1
01/05/25 03:0,0.126,-0.8
01/06/25 20:0,0.115,0.135
01/08/25 12:0,0.104,0.147
01/10/25 03:0,0.092,0.124
01/11/25 20:0,0.08,0.112
01/13/25 12:0,0.067,0.124
01/15/25 03:0,0.062,-0.041
01/16/25 20:0,0.044,0.212
01/18/25 12:0,0.028,0.176
01/20/25 03:0,0.013,0.153
01/21/25 20:0,0.0,0.147
01/23/25 12:0,-0.013,0.153
01/25/25 03:0,-0.023,0.141
01/26/25 20:0,-0.032,0.141
01/28/25 12:0,-0.039,0.141
01/30/25 03:0,-0.044,0.135
01/31/25 20:0,-0.049,0.171
02/02/25 12:0,-0.051,0.159
02/04/25 03:0,-0.052,0.153
02/05/25 20:0,-0.051,0.153
02/07/25 12:0,-0.049,0.147
02/09/25 03:0,-0.048,0.176
02/10/25 20:0,-0.048,0.194
02/12/25 12:0,-0.047,0.153
02/14/25 03:0,-0.047,0.171
02/15/25 20:0,-0.048,0.153
02/17/25 12:0,-0.05,0.135
02/19/25 03:0,-0.052,0.118
02/20/25 20:0,-0.057,0.124
02/22/25 12:0,-0.064,0.106
02/24/25 03:0,-0.071,0.094
02/25/25 20:0,-0.08,0.076
02/27/25 12:0,-0.09,0.088
03/01/25 03:0,-0.102,0.082
03/02/25 20:0,-0.114,0.065
03/04/25 12:0,-0.125,0.053
03/06/25 03:0,-0.135,0.047
03/07/25 20:0,-0.145,0.035
03/09/25 12:0,-0.154,0.035
03/11/25 03:0,-0.161,0.041
03/12/25 20:0,-0.168,0.065
03/14/25 12:0,-0.173,0.059
03/16/25 03:0,-0.176,0.053
03/17/25 20:0,-0.176,0.041
03/19/25 12:0,-0.174,0.024
03/21/25 03:0,-0.171,0.024
03/22/25 20:0,-0.166,0.012
03/24/25 12:0,-0.163,0.053
03/26/25 03:0,-0.157,0.012
03/27/25 20:0,-0.151,-0.012
03/29/25 12:0,-0.144,-0.029
03/31/25 03:0,-0.138,-0.047
04/01/25 20:0,-0.132,-0.059
04/03/25 12:0,-0.128,-0.065
04/05/25 03:0,-0.126,-0.065
04/06/25 20:0,-0.125,-0.071
04/08/25 12:0,-0.126,-0.088
04/10/25 03:0,-0.128,-0.094
04/11/25 20:0,-0.131,-0.094
04/13/25 12:0,-0.135,-0.094
04/15/25 03:0,-0.141,-0.082
04/16/25 20:0,-0.147,-0.094
04/18/25 12:0,-0.152,-0.1
04/20/25 03:0,-0.156,-0.094
04/21/25 20:0,-0.161,-0.082
04/23/25 12:0,-0.164,-0.082
04/25/25 03:0,-0.166,-0.082
04/26/25 20:0,-0.166,-0.094
04/28/25 12:0,-0.164,-0.094
04/30/25 03:0,-0.161,-0.082
05/01/25 20:0,-0.157,-0.082
05/03/25 12:0,-0.151,-0.076
05/05/25 03:0,-0.144,-0.094
05/06/25 20:0,-0.134,-0.112
05/08/25 12:0,-0.124,-0.118
05/10/25 03:0,-0.114,-0.124
05/11/25 20:0,-0.104,-0.112
05/13/25 12:0,-0.094,-0.118
05/15/25 03:0,-0.085,-0.124
05/16/25 20:0,-0.077,-0.118
05/18/25 12:0,-0.069,-0.118
05/20/25 03:0,-0.063,-0.124
05/21/25 20:0,-0.057,-0.129
05/23/25 12:0,-0.051,-0.141
05/25/25 03:0,-0.046,-0.124
05/26/25 20:0,-0.042,-0.129
05/28/25 12:0,-0.039,-0.129
05/30/25 03:0,-0.035,-0.129
05/31/25 20:0,-0.031,-0.129
06/02/25 12:0,-0.027,-0.129
06/04/25 03:0,-0.023,-0.129
06/05/25 20:0,-0.018,-0.135
06/07/25 12:0,-0.013,-0.129
06/09/25 03:0,-0.009,-0.118
06/10/25 20:0,-0.004,-0.124
06/12/25 12:0,0.001,-0.135
06/14/25 03:0,0.006,-0.135
06/15/25 20:0,0.011,-0.135
06/17/25 12:0,0.014,-0.135
06/19/25 03:0,0.017,-0.135
06/20/25 20:0,0.019,-0.135
06/22/25 12:0,0.019,-0.118
06/24/25 03:0,0.017,-0.106
06/25/25 20:0,0.012,-0.076
06/27/25 12:0,0.006,-0.076
06/29/25 03:0,0.0,-0.082
06/30/25 20:0,-0.006,-0.088
07/02/25 12:0,-0.013,-0.082
07/04/25 03:0,-0.02,-0.071
07/05/25 20:0,-0.026,-0.071
07/07/25 12:0,-0.031,-0.071
07/09/25 03:0,-0.035,-0.065
07/10/25 20:0,-0.037,-0.059
07/12/25 12:0,-0.037,-0.065
07/14/25 03:0,-0.035,-0.059
07/15/25 20:0,-0.03,-0.065
07/17/25 12:0,-0.023,-0.059
07/19/25 03:0,-0.013,-0.065
07/20/25 20:0,0.0,-0.071
07/22/25 12:0,0.015,-0.076
07/24/25 03:0,0.031,-0.082
07/25/25 20:0,0.049,-0.082
07/27/25 12:0,0.067,-0.082
07/29/25 03:0,0.085,-0.082
07/30/25 20:0,0.103,-0.088
08/01/25 12:0,0.12,-0.088
08/03/25 03:0,0.136,-0.094
08/04/25 20:0,0.15,-0.1
08/06/25 12:0,0.162,-0.088
08/08/25 03:0,0.173,-0.094
08/09/25 20:0,0.181,-0.094
08/11/25 12:0,0.187,-0.094
08/13/25 03:0,0.191,-0.088
08/14/25 20:0,0.194,-0.088
08/16/25 12:0,0.196,-0.082
08/18/25 03:0,0.197,-0.082
08/19/25 20:0,0.198,-0.1
08/21/25 12:0,0.195,0.0
08/23/25 03:0,0.188,0.082
08/24/25 20:0,0.179,0.159
08/26/25 12:0,0.169,0.182
08/28/25 03:0,0.165,0.112
08/29/25 20:0,0.178,-0.212
08/31/25 12:0,0.176,0.106
09/02/25 03:0,0.174,0.147
09/03/25 20:0,0.173,0.141
09/05/25 12:0,0.173,0.124
09/07/25 03:0,0.175,0.112
09/08/25 20:0,0.185,-0.059
09/10/25 12:0,0.185,0.129
09/12/25 03:0,0.185,0.124
09/13/25 20:0,0.182,0.153
09/15/25 12:0,0.173,0.235
09/17/25 03:0,0.175,0.006
09/18/25 20:0,0.165,0.176
09/20/25 12:0,0.154,0.171
09/22/25 03:0,0.141,0.176
09/23/25 20:0,0.126,0.188
09/25/25 12:0,0.108,0.2
09/27/25 03:0,0.098,0.029
09/28/25 20:0,0.078,0.206
09/30/25 12:0,0.059,0.194
10/02/25 03:0,0.039,0.2
10/03/25 20:0,0.02,0.206
10/05/25 12:0,0.001,0.206
10/07/25 03:0,-0.008,0.024
10/08/25 20:0,-0.024,0.206
10/10/25 12:0,-0.039,0.224
10/12/25 03:0,-0.053,0.229
10/13/25 20:0,-0.065,0.224
10/15/25 12:0,-0.075,0.212
10/17/25 03:0,-0.057,-0.312
10/18/25 20:0,-0.063,0.2
10/20/25 12:0,-0.068,0.194
10/22/25 03:0,-0.074,0.235
10/23/25 20:0,-0.08,0.241
10/25/25 12:0,-0.084,0.218
10/27/25 03:0,-0.064,-0.282
10/28/25 20:0,-0.071,0.282
10/30/25 12:0,-0.078,0.259
11/01/25 03:0,-0.079,0.159
